    436.21      241.77        0.66       24.97        0.04        0.04     1121.28
   1095.73      294.98        0.68       32.36        0.02        0.02     2816.54
   1907.73      351.81        0.70       32.47        0.01        0.01     4903.79
    232.98      511.16        1.59       25.00        0.19        0.18      598.86
   1626.31      609.62        0.79       28.73        0.02        0.01     4180.39
    174.18      768.90        0.79       13.51        0.07        0.06      447.73
     52.22      786.28        0.86       11.71        0.22        0.19      134.24
     73.44      911.98        0.85       11.47        0.16        0.15      188.79
    133.85      934.79        1.08       17.56        0.14        0.15      344.05
    485.59     1121.38        0.98       17.57        0.04        0.03     1248.21
    186.37     1239.36        0.84       13.54        0.07        0.06      479.05
    158.06     1379.10        0.96       11.48        0.08        0.06      406.29
   1655.78     1462.28        1.08       26.64        0.02        0.01     4256.16
     97.85     1510.91        1.33       10.26        0.16        0.13      251.53
     36.50     1663.14        1.17        6.80        0.22        0.31       93.82
    111.17     1731.34        1.08        8.26        0.09        0.07      285.76
    591.14     1766.36        1.21       16.29        0.04        0.03     1519.51
     85.77     1849.23        1.29        7.81        0.14        0.09      220.48
     43.75     2104.99        1.48        6.30        0.26        0.17      112.46
     50.19     2120.94        1.49        6.26        0.20        0.18      129.02
    166.24     2206.47        1.21        8.81        0.07        0.06      427.31
     54.70     2450.50        1.37        5.97        0.18        0.17      140.62
    418.03     2617.59        1.49       15.56        0.06        0.05     1074.53
